id_police,age_conducteur,genre,ville,categorie_socioprofessionnelle,anciennete_permis_ans,marque_vehicule,age_vehicule_ans,puissance_fiscale_cv,usage_vehicule,km_annuels_estimes,formule_assurance,coefficient_bonus_malus,nb_sinistres_anterieurs,prime_annuelle_ttc_mad,sinistre_declare,montant_sinistre_mad
POL-00571,22,Femme,Tanger,Independant,4.0,Peugeot,5.0,5.0,Domicile_Travail,10000.0,Tous_Risques,0.6,0,996.92,0,0.0
POL-00572,29,Femme,Agadir,Employe,9.0,Fiat,6.0,9.0,Professionnel,25000.0,RC,1.07,0,1160.0,0,0.0
POL-00573,33,Homme,Casablanca,Employe,12.0,Dacia,9.0,6.0,Domicile_Travail,15000.0,Tiers_Etendu,0.62,0,912.39,0,0.0
POL-00574,43,Femme,Casablanca,Commercant,25.0,Renault,6.0,8.0,Personnel,10000.0,RC,,0,800.0,0,0.0
POL-00575,0,Homme,Casablanca,Retraite,22.0,Peugeot,1.0,7.0,Personnel,25000.0,RC,0.77,0,800.0,0,0.0
POL-00576,65,Femme,Rabat,Cadre,43.0,Peugeot,3.0,8.0,Domicile_Travail,15000.0,Tiers_Etendu,,1,1013.99,0,0.0
POL-00577,38,Femme,Rabat,Etudiant,19.0,Renault,16.0,5.0,Personnel,20000.0,Tous_Risques,0.71,1,1274.08,0,0.0
POL-00578,56,Homme,Tanger,Employe,37.0,Toyota,0.0,4.0,Professionnel,20000.0,Tiers_Etendu,,0,1015.38,0,0.0
POL-00579,53,Femme,Fes,Employe,34.0,Ford,9.0,,Personnel,15000.0,Tous_Risques,0.79,0,1238.96,0,0.0
POL-00580,50,Homme,Fes,Cadre,29.0,Ford,18.0,6.0,Personnel,15000.0,RC,1.06,1,1070.9,0,0.0
POL-00581,47,Homme,Rabat,Employe,26.0,Volkswagen,14.0,9.0,Professionnel,25000.0,RC,0.95,0,1322.49,1,9493.96
POL-00582,54,Femme,Agadir,Commercant,34.0,Volkswagen,9.0,12.0,Personnel,10000.0,Tiers_Etendu,1.21,1,1451.08,0,0.0
POL-00583,40,Homme,Rabat,Cadre,21.0,Hyundai,18.0,6.0,Domicile_Travail,20000.0,RC,0.76,1,1010.59,0,0.0
POL-00584,27,Femme,Oujda,Commercant,7.0,Volkswagen,,6.0,Domicile_Travail,30000.0,RC,1.02,0,886.49,0,0.0
POL-00585,71,Femme,Fes,Retraite,50.0,Renault,15.0,8.0,Personnel,5000.0,Tiers_Etendu,0.5,1,1054.36,0,0.0
POL-00586,22,Homme,Casablanca,Cadre,2.0,Renault,8.0,11.0,Personnel,10000.0,RC,1.43,2,1175.47,0,0.0
POL-00587,53,Homme,Fes,Independant,33.0,Renault,14.0,10.0,Domicile_Travail,20000.0,RC,1.01,1,1092.67,0,0.0
POL-00588,51,Homme,Rabat,Employe,29.0,Peugeot,16.0,7.0,Domicile_Travail,15000.0,Tiers_Etendu,0.79,0,1101.33,0,0.0
POL-00589,69,Homme,Fes,Commercant,,Renault,13.0,9.0,Personnel,15000.0,Tiers_Etendu,0.8,0,1209.29,0,0.0
POL-00590,48,Femme,Casablanca,Employe,27.0,Fiat,17.0,5.0,Professionnel,10000.0,Tous_Risques,0.8,2,1365.54,0,0.0
POL-00591,27,Homme,Fès,Cadre,7.0,Renault,1.0,11.0,Personnel,,Tiers_Etendu,1.22,0,1120.87,0,0.0
POL-00592,36,Homme,Agadir,Cadre,17.0,Dacia,3.0,11.0,Personnel,10000.0,RC,1.03,1,1054.97,0,0.0
POL-00593,49,Homme,Casablanca,Cadre,29.0,Peugeot,17.0,6.0,Personnel,,Tous_Risques,0.76,0,1345.68,0,0.0
POL-00594,18,Homme,Agadir,Cadre,0.0,Dacia,6.0,6.0,Personnel,25000.0,Tous_Risques,0.6,0,1027.03,1,3798.25
POL-00595,73,Femme,Casablanca,Independant,50.0,Dacia,12.0,5.0,Personnel,10000.0,RC,1.09,1,989.54,0,0.0
POL-00596,22,Homme,Fes,Etudiant,4.0,Dacia,14.0,6.0,Professionnel,15000.0,RC,1.02,1,1204.79,0,0.0
POL-00597,62,Femme,Fes,Etudiant,43.0,Peugeot,0.0,9.0,Personnel,40000.0,Tiers_Etendu,0.99,1,993.61,0,0.0
POL-00598,21,Homme,Marrakech,Independant,0.0,Peugeot,10.0,7.0,Personnel,20000.0,Tiers_Etendu,0.83,2,907.24,0,0.0
POL-00599,33,Femme,Rabat,Cadre,12.0,Volkswagen,9.0,5.0,Personnel,25000.0,Tous_Risques,0.79,0,1038.6,0,0.0
POL-00600,41, Homme,Casablanca,Employe,,Toyota,4.0,7.0,Domicile_Travail,15000.0,Tous_Risques,1.19,0,1214.09,0,0.0
POL-00601,33,Homme,Casablanca,Employe,,Peugeot,15.0,12.0,Domicile_Travail,25000.0,Tiers_Etendu,1.21,2,1456.0,1,5602.79
POL-00602,72,Femme,Rabat,Employe,50.0,Renault,10.0,8.0,Personnel,5000.0,Tous_Risques,0.98,0,1352.16,0,0.0
POL-00603,19,Homme,Fes,Commercant,0.0,Renault,5.0,7.0,Personnel,10000.0,Tiers_Etendu,1.04,1,993.68,1,2393.94
POL-00604,66,Femme,Meknes,Commercant,45.0,Volkswagen,8.0,6.0,Personnel,,RC,0.9,0,818.44,0,0.0
POL-00605,45,Femme,Agadir,Employe,26.0,Dacia,12.0,12.0,Personnel,15000.0,Tous_Risques,0.58,0,1382.38,0,0.0
POL-00606,49,Homme,Tanger,Employe,31.0,Dacia,7.0,9.0,Personnel,,RC,0.65,0,849.06,0,0.0
POL-00607,44,Homme,Tanger,Etudiant,,Volkswagen,13.0,6.0,Personnel,15000.0,Tous_Risques,,0,1317.18,0,0.0
POL-00608,37,Femme,Fes,Independant,,Peugeot,0.0,5.0,Personnel,20000.0,Tous_Risques,1.1,2,1078.5,0,0.0
POL-00609,41,Homme,Casablanca,Employe,22.0,Dacia,16.0,5.0,Domicile_Travail,20000.0,Tiers_Etendu,1.06,1,1024.29,0,0.0
POL-00610,29,Homme,Meknes,Retraite,7.0,Renault,4.0,5.0,Personnel,20000.0,Tiers_Etendu,0.92,1,875.62,0,0.0
POL-00611,67,Homme,Fes,Retraite,45.0,Ford,1.0,8.0,Professionnel,15000.0,Tiers_Etendu,1.07,0,1204.87,0,0.0
POL-00612,52,Homme,Marrakech,Employe,34.0,Volkswagen,8.0,10.0,Professionnel,20000.0,RC,0.84,0,1221.49,0,0.0
POL-00613,50,Homme,RABAT,,29.0,Toyota,3.0,7.0,Domicile_Travail,15000.0,RC,0.97,0,800.0,0,0.0
POL-00614,50,Femme,Rabat,Commercant,,Peugeot,16.0,9.0,Personnel,,Tiers_Etendu,0.81,0,1203.2,0,0.0
POL-00615,68,Femme,Rabat,Retraite,48.0,Peugeot,16.0,7.0,Personnel,40000.0,Tous_Risques,0.64,0,1290.14,0,0.0
POL-00616,60,Femme,Agadir,Etudiant,40.0,Fiat,17.0,,Personnel,10000.0,Tiers_Etendu,,0,1223.58,0,0.0
POL-00617,54,Femme,Marrakech,Cadre,36.0,Fiat,15.0,8.0,Domicile_Travail,5000.0,RC,1.11,0,990.26,0,0.0
POL-00618,29,Homme,Rabat,Employe,10.0,Dacia,7.0,6.0,Personnel,30000.0,Tiers_Etendu,1.34,0,1147.5,0,0.0
POL-00619,20,Femme,Oujda,Commercant,1.0,Volkswagen,10.0,7.0,Domicile_Travail,15000.0,Tous_Risques,0.9,0,1287.36,0,0.0
POL-00620,18,Homme,Casablanca,Commercant,,Dacia,,8.0,Professionnel,20000.0,Tiers_Etendu,0.64,0,1328.44,0,0.0
POL-00621,50,Homme,Rabat,Cadre,31.0,Dacia,9.0,5.0,Personnel,15000.0,Tiers_Etendu,0.78,0,921.02,0,0.0
POL-00622,57,Homme,Casablanca,,,Toyota,12.0,7.0,Domicile_Travail,15000.0,Tous_Risques,0.82,0,1166.93,0,0.0
POL-00623,27,Homme,Tanger,Independant,9.0,Peugeot,,7.0,Personnel,15000.0,Tiers_Etendu,0.88,2,1172.73,0,0.0
POL-00624,60,Femme,Meknes,Etudiant,39.0,Ford,17.0,12.0,Personnel,15000.0,RC,0.94,0,1291.32,1,2691.29
POL-00625,61,Femme,Casablanca,Etudiant,42.0,Dacia,9.0,7.0,Personnel,15000.0,Tous_Risques,0.92,2,1185.31,0,0.0
POL-00626,46,Homme,Agadir,Independant,28.0,Peugeot,15.0,9.0,Personnel,20000.0,RC,1.01,0,1155.25,0,0.0
POL-00627,30,Homme,Casablanca,Employe,11.0,Ford,19.0,7.0,Domicile_Travail,20000.0,Tous_Risques,0.89,2,1438.57,0,0.0
POL-00628,29,Femme,Meknes,Commercant,11.0,Ford,4.0,9.0,Personnel,30000.0,RC,0.5,0,800.0,0,0.0
POL-00629,48,Homme,Tanger,Cadre,29.0,Dacia,12.0,8.0,Personnel,5000.0,RC,0.9,1,950.29,0,0.0
POL-00630,63,Homme,Agadir,Independant,42.0,Renault,17.0,10.0,Domicile_Travail,15000.0,Tous_Risques,0.87,0,1396.23,0,0.0
POL-00631,19,Homme,Casablanca,Cadre,0.0,Hyundai,16.0,7.0,Domicile_Travail,20000.0,RC,0.96,1,1004.74,1,1681.34
POL-00632,68,Femme,Oujda,Independant,49.0,Dacia,8.0,8.0,Personnel,30000.0,Tous_Risques,,0,1246.42,0,0.0
POL-00633,67,Femme,Tanger,Employe,49.0,Fiat,13.0,8.0,Domicile_Travail,5000.0,Tous_Risques,0.89,0,1265.98,0,0.0
POL-00634,52,Homme,Rabat,Cadre,32.0,Ford,16.0,7.0,Domicile_Travail,,Tous_Risques,0.96,1,1377.29,0,0.0
POL-00635,40,Homme,Agadir,Cadre,19.0,Dacia,3.0,5.0,Personnel,25000.0,Tous_Risques,0.82,0,1072.96,0,0.0
POL-00636,34,Femme,Casablanca,Cadre,13.0,Dacia,17.0,5.0,Personnel,10000.0,RC,0.99,2,984.67,0,0.0
POL-00637,43,Femme,Agadir,Independant,23.0,Dacia,19.0,4.0,Personnel,30000.0,Tous_Risques,0.86,0,1275.73,0,0.0
POL-00638,25,Homme,Casablanca,Independant,6.0,Ford,14.0,10.0,Domicile_Travail,5000.0,RC,0.88,0,1012.58,1,2858.05
POL-00639,46,Femme,Fes,Commercant,28.0,Dacia,10.0,6.0,Domicile_Travail,25000.0,RC,0.5,1,800.0,0,0.0
POL-00640,43,Homme,Marrakech,Cadre,24.0,Peugeot,11.0,6.0,Domicile_Travail,30000.0,Tous_Risques,0.62,0,1158.62,0,0.0
POL-00641,27,Homme,Casablanca,Cadre,5.0,Peugeot,8.0,8.0,Personnel,20000.0,RC,0.62,0,899.05,1,1131.08
POL-00642,43,Femme,Casablanca,Cadre,22.0,Hyundai,12.0,6.0,Personnel,15000.0,Tiers_Etendu,0.89,1,1037.12,0,0.0
POL-00643,51,Homme,Casablanca,Cadre,29.0,Dacia,14.0,7.0,Personnel,,Tiers_Etendu,,1,-500.0,0,0.0
POL-00644,68,Homme,Rabat,Etudiant,47.0,Renault,14.0,6.0,Personnel,30000.0,Tiers_Etendu,0.83,2,1002.4,1,988.36
POL-00645,58,Homme,Rabat,Employe,37.0,Ford,,11.0,Domicile_Travail,15000.0,Tous_Risques,1.02,0,1298.26,0,0.0
POL-00646,24,Homme,Marrakech,Employe,2.0,Ford,18.0,9.0,Domicile_Travail,5000.0,RC,0.98,0,1059.85,0,0.0
POL-00647,21,Femme,Casablanca,Cadre,0.0,Volkswagen,19.0,9.0,Personnel,20000.0,Tiers_Etendu,0.88,0,1237.99,0,0.0
POL-00648,70,Homme,Casablanca,,50.0,Dacia,13.0,7.0,Personnel,15000.0,Tous_Risques,0.96,0,1416.1,1,3383.33
POL-00649,67,Femme,Tanger,Commercant,45.0,Renault,16.0,9.0,Personnel,10000.0,Tiers_Etendu,0.9,1,1199.9,0,0.0
POL-00650,62,Homme,Casablanca,Commercant,43.0,Hyundai,17.0,5.0,Personnel,10000.0,RC,0.82,0,919.23,0,0.0
POL-00651,28,Homme,Meknes,Employe,9.0,Renault,2.0,4.0,Personnel,5000.0,Tiers_Etendu,0.93,0,846.85,0,0.0
POL-00652,46,Homme,Agadir,Cadre,27.0,Ford,1.0,4.0,Personnel,20000.0,RC,1.14,0,800.0,0,0.0
POL-00653,73,Femme,Fes,Employe,50.0,Hyundai,0.0,8.0,Personnel,20000.0,RC,0.94,1,800.0,0,0.0
POL-00654,53,Homme,Marrakech,Employe,32.0,Dacia,9.0,7.0,Personnel,15000.0,Tous_Risques,0.89,2,1263.22,0,0.0
POL-00655,42,Femme,Meknes,Employe,20.0,Ford,18.0,7.0,Personnel,25000.0,Tiers_Etendu,0.67,1,1122.42,0,0.0
POL-00656,38,Homme,Fès,Retraite,17.0,Fiat,16.0,4.0,Personnel,25000.0,Tous_Risques,1.13,0,1189.3,0,0.0
POL-00657,74,Femme,Casablanca,Commercant,50.0,Dacia,11.0,7.0,Domicile_Travail,20000.0,Tous_Risques,0.57,1,1195.72,0,0.0
POL-00658,53,Homme,Casablanca,Commercant,32.0,Peugeot,0.0,8.0,Personnel,5000.0,Tiers_Etendu,0.51,1,800.0,0,0.0
POL-00659,27,Femme,Tanger,Employe,9.0,Renault,11.0,7.0,Professionnel,20000.0,RC,0.92,0,1094.76,1,1499.91
POL-00660,54,Femme,Casablanca,Employe,36.0,Renault,,8.0,Personnel,15000.0,RC,0.67,0,981.24,0,0.0
POL-00661,26,Femme,Marrakech,Commercant,4.0,Dacia,2.0,6.0,Personnel,20000.0,RC,1.07,0,867.15,0,0.0
POL-00662,41,Femme,Oujda,Independant,20.0,Hyundai,10.0,9.0,Personnel,20000.0,Tous_Risques,0.51,0,1202.98,0,0.0
POL-00663,52,Femme,Agadir,Independant,31.0,Fiat,16.0,8.0,Personnel,15000.0,RC,1.04,1,1130.95,0,0.0
POL-00664,66,Homme,Marrakech,Cadre,47.0,Peugeot,2.0,6.0,Domicile_Travail,30000.0,RC,1.01,0,800.0,0,0.0
POL-00665,52,Homme,Casablanca,Commercant,32.0,Dacia,7.0,6.0,Personnel,10000.0,Tiers_Etendu,0.87,0,962.54,0,0.0
POL-00666,65,Homme,Agadir,Employe,43.0,Hyundai,19.0,8.0,Professionnel,20000.0,RC,0.5,2,1127.95,1,4326.07
POL-00667,53,Femme,Marrakech,Etudiant,33.0,Renault,3.0,9.0,Professionnel,5000.0,RC,0.51,1,972.1,0,0.0
POL-00668,35,Homme,Casablanca,Commercant,15.0,Volkswagen,6.0,7.0,Domicile_Travail,30000.0,Tiers_Etendu,25.0,1,975.18,0,0.0
POL-00669,66,Femme,Casablanca,Commercant,44.0,Peugeot,13.0,6.0,Domicile_Travail,10000.0,RC,0.8,0,807.95,1,716.01
POL-00670,56,Homme,Meknes,Cadre,35.0,Dacia,13.0,9.0,Domicile_Travail,10000.0,RC,1.0,0,1010.63,0,0.0
POL-00671,49,Homme,Fes,,27.0,Dacia,3.0,8.0,Personnel,15000.0,RC,0.84,0,800.0,0,0.0
POL-00672,41,Homme,Agadir,Cadre,21.0,Toyota,15.0,7.0,Domicile_Travail,15000.0,Tous_Risques,0.82,0,1235.65,0,0.0
POL-00673,40,Femme,Agadir,Employe,19.0,Renault,0.0,7.0,Personnel,,Tiers_Etendu,0.5,0,804.02,0,0.0
POL-00674,49,Homme,Marrakech,Cadre,31.0,Toyota,16.0,6.0,Personnel,20000.0,RC,1.01,0,970.45,0,0.0
POL-00675,54,Homme,Marrakech,Independant,32.0,Dacia,9.0,8.0,Personnel,15000.0,Tiers_Etendu,0.72,0,1032.54,0,0.0
POL-00676,29,Homme,Rabat,Employe,7.0,Renault,,7.0,Domicile_Travail,5000.0,RC,0.77,0,1026.78,0,0.0
POL-00677,66,Homme,Rabat,Employe,45.0,Peugeot,15.0,12.0,Professionnel,15000.0,Tous_Risques,0.64,0,1632.2,0,0.0
POL-00678,72,Homme,Rabat,Etudiant,50.0,Fiat,7.0,7.0,Personnel,25000.0,RC,0.54,1,800.0,0,0.0
POL-00679,30,Homme,Tanger,Employe,12.0,Ford,6.0,7.0,Domicile_Travail,20000.0,Tiers_Etendu,1.14,1,1063.41,0,0.0
POL-00680,40,Femme,Marrakech,Commercant,,Dacia,5.0,8.0,Personnel,20000.0,Tous_Risques,1.01,0,1386.13,0,0.0
POL-00681,42,Homme,Meknes,Employe,23.0,Renault,15.0,10.0,Personnel,,Tous_Risques,1.01,0,1327.12,0,0.0
POL-00682,52,Homme,Rabat,Cadre,30.0,Dacia,19.0,9.0,Personnel,15000.0,RC,0.81,0,1052.12,1,1449.85
POL-00683,58,Homme,Marrakech,Independant,36.0,Peugeot,15.0,7.0,Personnel,10000.0,RC,0.5,0,887.7,0,0.0
POL-00684,47,Homme,Fes,Cadre,27.0,Peugeot,6.0,8.0,Personnel,15000.0,Tous_Risques,1.27,0,1303.35,1,804.54
POL-00685,34,Homme,Marrakech,Employe,13.0,Ford,8.0,8.0,Domicile_Travail,25000.0,RC,0.93,2,947.3,0,0.0
POL-00686,66,Homme,Fes,Commercant,46.0,Ford,13.0,7.0,Domicile_Travail,40000.0,Tous_Risques,0.88,3,1286.0,0,0.0
POL-00687,37,Homme,Casablanca,Commercant,17.0,Renault,10.0,6.0,Personnel,15000.0,Tous_Risques,0.78,1,1217.25,0,0.0
POL-00688,65,Homme,Marrakech,Independant,47.0,Peugeot,13.0,7.0,Personnel,5000.0,Tous_Risques,0.5,2,1118.39,0,0.0
POL-00689,42,homme,Casablanca,Employe,20.0,Ford,6.0,6.0,Domicile_Travail,10000.0,RC,1.08,1,862.64,0,0.0
POL-00690,39,Femme,Rabat,Cadre,19.0,Volkswagen,0.0,10.0,Domicile_Travail,15000.0,Tous_Risques,0.64,0,1165.3,0,0.0
POL-00691,30,Femme,Marrakech,Independant,12.0,Dacia,12.0,7.0,Personnel,20000.0,Tiers_Etendu,0.96,4,1104.59,0,0.0
POL-00692,36,Homme,Fes,Commercant,,Renault,19.0,11.0,Personnel,5000.0,Tous_Risques,1.0,0,1582.47,0,0.0
POL-00693,66,Homme,Oujda,Etudiant,46.0,Peugeot,2.0,7.0,Professionnel,,RC,0.92,1,1046.12,0,0.0
POL-00694,53,Homme,Fès,,31.0,Renault,19.0,8.0,Domicile_Travail,15000.0,RC,0.94,0,1003.0,0,0.0
POL-00695,29,Homme,Tanger,Etudiant,9.0,Dacia,3.0,7.0,Personnel,30000.0,RC,1.12,0,867.25,0,0.0
POL-00696,58,Femme,Marrakech,Commercant,37.0,Dacia,10.0,5.0,Personnel,25000.0,RC,0.69,1,800.0,0,0.0
POL-00697,36,Homme,Fes,,16.0,Hyundai,1.0,7.0,Domicile_Travail,25000.0,Tiers_Etendu,0.88,0,946.88,0,0.0
POL-00698,29,Homme,Casablanca,Independant,7.0,Renault,13.0,5.0,Personnel,20000.0,Tous_Risques,0.8,0,1143.1,0,0.0
POL-00699,26,Homme,Casablanca,Employe,8.0,Dacia,11.0,8.0,Professionnel,20000.0,RC,0.5,0,911.38,0,0.0
POL-00700,24,Femme,Rabat,Cadre,2.0,Renault,16.0,7.0,Personnel,20000.0,Tous_Risques,0.91,0,1382.07,0,0.0
POL-00701,45,Homme,Rabat,Etudiant,27.0,Volkswagen,11.0,9.0,Domicile_Travail,20000.0,RC,1.1,3,1041.58,0,0.0
POL-00702,31,Homme,Casablanca,Etudiant,12.0,Volkswagen,11.0,6.0,Personnel,20000.0,RC,1.13,1,961.83,0,0.0
POL-00703,48,Homme,Casablanca,Employe,26.0,Peugeot,0.0,6.0,Personnel,40000.0,RC,1.22,0,877.35,1,1634.35
POL-00704,69,Homme,Casablanca,Cadre,47.0,Peugeot,12.0,,Professionnel,25000.0,RC,0.5,0,1028.57,0,0.0
POL-00705,36,Homme,Oujda,Employe,15.0,Fiat,13.0,10.0,Personnel,25000.0,Tous_Risques,1.18,1,1507.47,0,0.0
POL-00706,64,Homme,Rabat,Independant,44.0,Dacia,,8.0,Domicile_Travail,,RC,0.89,0,800.0,0,0.0
POL-00707,33,Homme,Marrakech,Retraite,15.0,Dacia,11.0,7.0,Personnel,10000.0,Tiers_Etendu,1.17,0,1088.63,0,0.0
POL-00708,70,Homme,Casablanca,Employe,50.0,Renault,15.0,7.0,Personnel,10000.0,Tiers_Etendu,0.77,0,1075.24,0,0.0
POL-00709,22,Homme,Fes,Cadre,1.0,Dacia,3.0,5.0,Personnel,15000.0,Tous_Risques,0.74,2,1115.69,1,4515.75
POL-00710,52,Homme,Casablanca,Etudiant,31.0,Renault,7.0,12.0,Domicile_Travail,20000.0,RC,0.61,0,949.24,0,0.0
POL-00711,29,Homme,Casablanca,Employe,9.0,Ford,1.0,8.0,Personnel,25000.0,RC,1.01,0,830.2,0,0.0
POL-00712,42,Femme,Marrakech,Commercant,,Hyundai,9.0,6.0,Personnel,15000.0,RC,0.95,0,922.85,0,0.0
POL-00713,69,Femme,Casablanca,Retraite,47.0,Peugeot,8.0,8.0,Personnel,,RC,0.63,0,800.0,0,0.0
POL-00714,38,Homme,Casablanca,Cadre,19.0,Ford,14.0,5.0,Domicile_Travail,20000.0,RC,0.5,0,800.0,0,0.0
POL-00715,53,Homme,Casablanca,Commercant,33.0,Dacia,12.0,11.0,Domicile_Travail,5000.0,Tous_Risques,0.93,0,1369.56,0,0.0
POL-00716,70,Homme,Casablanca,Cadre,49.0,Dacia,16.0,6.0,Personnel,20000.0,Tiers_Etendu,0.96,0,0.0,0,0.0
POL-00717,40,Homme,Casablanca,Employe,20.0,Hyundai,15.0,8.0,Personnel,25000.0,Tiers_Etendu,0.65,0,1088.88,0,0.0
POL-00718,33,Femme,Rabat,Independant,15.0,Hyundai,1.0,6.0,Professionnel,10000.0,Tiers_Etendu,0.61,0,1018.62,0,0.0
POL-00719,74,Homme,Agadir,Employe,50.0,Dacia,19.0,8.0,Personnel,,RC,0.98,1,1048.38,0,0.0
POL-00720,56,Femme,Marrakech,Retraite,34.0,Peugeot,19.0,9.0,Domicile_Travail,20000.0,RC,1.22,2,1184.25,0,0.0
POL-00721,62,Homme,Marrakech,Commercant,44.0,Hyundai,13.0,8.0,Domicile_Travail,10000.0,Tous_Risques,0.75,0,1323.2,0,0.0
POL-00722,70,Homme,Casablanca,Employe,50.0,Toyota,2.0,8.0,Domicile_Travail,,Tous_Risques,0.67,0,1075.51,0,0.0
POL-00723,59,Femme,Meknes,Employe,40.0,Hyundai,11.0,10.0,Personnel,,rc,0.91,0,1425.78,0,0.0
POL-00724,56,Femme,Rabat,Employe,34.0,Renault,7.0,5.0,Domicile_Travail,15000.0,Tous_Risques,0.98,1,1159.46,0,0.0
POL-00725,31,Femme,Casablanca,Employe,10.0,Dacia,1.0,7.0,Domicile_Travail,10000.0,RC,0.78,1,800.0,0,0.0
POL-00726,48,Femme,Fes,,26.0,Peugeot,3.0,6.0,Domicile_Travail,10000.0,RC,1.26,0,847.23,0,0.0
POL-00727,22,Homme,Casablanca,Employe,2.0,Dacia,13.0,12.0,Personnel,20000.0,RC,1.03,1,1184.18,0,0.0
POL-00728,52,Femme,RABAT,Employe,34.0,Fiat,15.0,7.0,Personnel,20000.0,RC,0.77,1,924.99,0,0.0
POL-00729,40,Homme,Marrakech,Independant,,Peugeot,18.0,8.0,Personnel,20000.0,RC,0.53,2,985.51,0,0.0
POL-00730,46,Femme,Agadir,Commercant,25.0,Renault,1.0,8.0,Domicile_Travail,10000.0,Tiers_Etendu,-1.0,0,999.44,0,0.0
POL-00731,60,Homme,Marrakech,Independant,40.0,Toyota,11.0,6.0,Domicile_Travail,,Tiers_Etendu,1.09,0,1053.35,0,0.0
POL-00732,28,Femme,Fes,Cadre,6.0,Peugeot,13.0,6.0,Personnel,15000.0,Tous_Risques,0.79,0,1267.51,0,0.0
POL-00733,35,Homme,Oujda,Employe,15.0,Renault,5.0,6.0,Personnel,,Tous_Risques,0.92,2,1119.89,0,0.0
POL-00734,64,Homme,Casablanca,Independant,43.0,Volkswagen,12.0,,Personnel,,Tous_Risques,0.82,1,1228.98,0,0.0
POL-00735,29,Homme,Casablanca,Commercant,8.0,Ford,3.0,6.0,Domicile_Travail,15000.0,RC,0.95,0,800.0,1,1951.27
POL-00736,26,Femme,Rabat,Cadre,5.0,Toyota,,4.0,Professionnel,25000.0,RC,0.65,0,958.02,0,0.0
POL-00737,27,Homme,Rabat,Independant,5.0,Dacia,11.0,10.0,Personnel,30000.0,Tiers_Etendu,0.62,0,1059.07,0,0.0
POL-00738,61,Homme,Rabat,Independant,40.0,Hyundai,19.0,11.0,Personnel,,RC,1.01,0,1200.99,0,0.0
POL-00739,34,Homme,Meknes,Commercant,16.0,Toyota,18.0,7.0,Personnel,25000.0,RC,1.04,0,1025.89,0,0.0
POL-00740,55,Homme,Tanger,Cadre,34.0,Dacia,,7.0,Domicile_Travail,25000.0,RC,0.75,0,859.15,0,0.0
POL-00741,24,Femme,Marrakech,Independant,4.0,Renault,6.0,4.0,Domicile_Travail,30000.0,RC,0.7,0,800.0,1,3212.73
POL-00742,63,Homme,Rabat,Commercant,43.0,Ford,15.0,8.0,Professionnel,,Tiers_Etendu,1.08,1,1383.97,0,0.0
POL-00743,30,Femme,Agadir,Independant,10.0,Dacia,18.0,9.0,Personnel,20000.0,RC,0.71,0,1050.78,0,0.0
POL-00744,57,Homme,Oujda,Independant,35.0,Toyota,5.0,5.0,Professionnel,15000.0,Tiers_Etendu,0.86,0,1027.92,0,0.0
POL-00745,59,Homme,Agadir,Independant,39.0,Peugeot,19.0,6.0,Personnel,25000.0,Tiers_Etendu,0.84,0,1205.2,0,0.0
POL-00746,26,Femme,Casablanca,Commercant,4.0,Peugeot,10.0,9.0,Domicile_Travail,,RC,0.56,1,918.11,0,0.0
POL-00747,67,Femme,Fes,Cadre,45.0,Dacia,4.0,8.0,Personnel,20000.0,RC,0.89,0,800.0,0,0.0
POL-00748,44,Homme,Casablanca,Independant,23.0,Volkswagen,15.0,4.0,Professionnel,,RC,0.87,2,1096.68,0,0.0
POL-00749,19,Homme,Casablanca,Commercant,1.0,Renault,6.0,8.0,Domicile_Travail,15000.0,RC,0.92,0,947.09,1,888.05
POL-00750,22,Femme,Casablanca,,1.0,Peugeot,4.0,6.0,Domicile_Travail,20000.0,Tous_Risques,0.88,2,1056.89,1,3722.66
POL-00751,46,Homme,Marrakech,Cadre,25.0,Toyota,10.0,7.0,Domicile_Travail,25000.0,Tous_Risques,1.28,2,1305.74,0,0.0
POL-00752,54,Femme,Fes,Cadre,32.0,Toyota,14.0,9.0,Personnel,20000.0,Tiers_Etendu,1.08,0,1213.48,0,0.0
POL-00753,55,Femme,Casablanca,Etudiant,33.0,Fiat,2.0,9.0,Personnel,,RC,0.86,2,800.0,0,0.0
POL-00754,36,Femme,Rabat,Independant,16.0,Peugeot,4.0,7.0,Domicile_Travail,15000.0,Tiers_Etendu,0.88,0,914.99,0,0.0
POL-00755,25,Homme,Rabat,Retraite,5.0,Renault,,10.0,Personnel,,Tiers_Etendu,1.2,0,1149.99,0,0.0
POL-00756,65,Femme,Rabat,Independant,44.0,Fiat,8.0,7.0,Personnel,15000.0,Tiers_Etendu,1.02,0,1081.21,0,0.0
POL-00757,62,Homme,Casablanca,Commercant,43.0,Hyundai,14.0,9.0,Personnel,5000.0,Tiers_Etendu,0.6,0,1104.06,0,0.0
POL-00758,18,Homme,Rabat,Commercant,0.0,Renault,2.0,7.0,Domicile_Travail,20000.0,Tiers_Etendu,1.04,1,964.6,0,0.0
POL-00759,39,Homme,Tanger,Etudiant,19.0,Dacia,5.0,10.0,Personnel,20000.0,Tiers_Etendu,,1,1130.84,0,0.0
POL-00760,69,Homme,Casablanca,Commercant,,Volkswagen,16.0,,Personnel,20000.0,Tous_Risques,1.17,0,1475.6,0,0.0
POL-00761,34,Femme,Casablanca,Commercant,14.0,Renault,7.0,5.0,Personnel,25000.0,RC,0.77,0,800.0,0,0.0
